Photon Energy [eV],Flux [photons/s/0.1%bw]
1.036024048096192419e+05,5.724516869796557426e+09
1.039228456913827686e+05,5.533632035581562042e+09
1.042432865731462953e+05,5.349114110986859322e+09
1.045637274549098220e+05,5.170750651034591675e+09
1.048841683366733487e+05,4.998336302817853928e+09
1.052046092184368754e+05,4.831672568595666885e+09
1.055250501002004021e+05,4.670567576808218002e+09
1.058454909819639288e+05,4.514835860747272491e+09
1.061659318637274555e+05,4.364298144625625610e+09
1.064863727454909822e+05,4.218781136797856331e+09
1.068068136272545089e+05,4.078117329893194675e+09
1.071272545090180356e+05,3.942144807629071236e+09
1.074476953907815623e+05,3.810707058081927776e+09
1.077681362725450890e+05,3.683652793199128628e+09
1.080885771543086157e+05,3.560835774343209267e+09
1.084090180360721424e+05,3.442114643666644096e+09
1.087294589178356691e+05,3.327352761122035027e+09
1.090498997995991958e+05,3.216418046919248104e+09
1.093703406813627225e+05,3.109182829247239113e+09
1.096907815631262492e+05,3.005523697084498882e+09
1.100112224448897759e+05,2.905321357927892208e+09
1.103316633266533026e+05,2.808460500275393486e+09
1.106521042084168294e+05,2.714829660703713417e+09
1.109725450901803561e+05,2.624321095387146473e+09
1.112929859719438828e+05,2.536830655909117222e+09
1.116134268537074095e+05,2.452257669222869873e+09
1.119338677354709362e+05,2.370504821622547626e+09
1.122543086172344629e+05,2.291478046590567112e+09
1.125747494989979896e+05,2.215086416391677856e+09
1.128951903807615163e+05,2.141242037288417101e+09
1.132156312625250430e+05,2.069859948256907940e+09
1.135360721442885697e+05,2.000858023085946798e+09
1.138565130260520964e+05,1.934156875746285915e+09
1.141769539078156231e+05,1.869679768920782089e+09
1.144973947895791498e+05,1.807352525589740992e+09
1.148178356713426765e+05,1.747103443569344521e+09
1.151382765531062032e+05,1.688863212904425621e+09
1.154587174348697299e+05,1.632564836020206451e+09
1.157791583166332566e+05,1.578143550540760517e+09
1.160995991983967833e+05,1.525536754685088634e+09
1.164200400801603246e+05,1.474683935154645205e+09
1.167404809619238513e+05,1.425526597429066420e+09
1.170609218436873780e+05,1.378008198389581442e+09
1.173813627254509047e+05,1.332074081192376137e+09
1.177018036072144314e+05,1.287671412316668987e+09
1.180222444889779581e+05,1.244749120714859962e+09
1.183426853707414848e+05,1.203257838994496584e+09
1.186631262525050115e+05,1.163149846564174652e+09
1.189835671342685382e+05,1.124379014677744627e+09
1.193040080160320649e+05,1.086900753313409090e+09
1.196244488977955916e+05,1.050671959826388955e+09
1.199448897795591183e+05,1.015650969315921187e+09
1.202653306613226450e+05,9.817975066493046284e+08
1.205857715430861717e+05,9.490726400876363516e+08
1.209062124248496984e+05,9.174387364597362280e+08
1.212266533066132251e+05,8.868594178325284719e+08
1.215470941883767518e+05,8.572995196279152632e+08
1.218675350701402785e+05,8.287250501377927065e+08
1.221879759519038053e+05,8.011031513905349970e+08
1.225084168336673320e+05,7.744020613237887621e+08
1.228288577154308587e+05,7.485910772199498415e+08
1.231492985971943854e+05,7.236405203621500731e+08
1.234697394789579121e+05,6.995217018699885607e+08
1.237901803607214388e+05,6.762068896756069660e+08
1.241106212424849655e+05,6.536692766020221710e+08
1.244310621242484922e+05,6.318829495069074631e+08
1.247515030060120189e+05,6.108228594562363625e+08
1.250719438877755456e+05,5.904647928934047222e+08
1.253923847695390723e+05,5.707853437705800533e+08
1.257128256513025990e+05,5.517618866101486683e+08
1.260332665330661257e+05,5.333725504652079344e+08
1.263537074148296524e+05,5.155961937490728498e+08
1.266741482965931791e+05,4.984123799047902822e+08
1.269945891783567058e+05,4.818013538866052628e+08
1.273150300601202325e+05,4.657440194262741804e+08
1.276354709418837592e+05,4.502219170580168962e+08
1.279559118236472859e+05,4.352172028767803311e+08
1.282763527054108126e+05,4.207126280053302646e+08
1.285967935871743393e+05,4.066915187465050220e+08
1.289172344689378660e+05,3.931377573977596760e+08
1.292376753507013927e+05,3.800357637058867812e+08
1.295581162324649194e+05,3.673704769405452013e+08
1.298785571142284462e+05,3.551273385659368038e+08
1.301989979959919874e+05,3.432922754906662703e+08
1.305194388777555141e+05,3.318516838764808774e+08
1.308398797595190408e+05,3.207924134872329831e+08
1.311603206412825675e+05,3.101017525600373149e+08
1.314807615230460942e+05,2.997674131811882257e+08
1.318012024048096209e+05,2.897775171499896646e+08
1.321216432865731476e+05,2.801205823142118454e+08
1.324420841683366743e+05,2.707855093614345193e+08
1.327625250501002010e+05,2.617615690510582328e+08
1.330829659318637277e+05,2.530383898722772300e+08
1.334034068136272545e+05,2.446059461137970686e+08
1.337238476953907812e+05,2.364545463315550685e+08
1.340442885771543079e+05,2.285748222011582851e+08
1.343647294589178346e+05,2.209577177422045171e+08
1.346851703406813613e+05,2.135944789020691514e+08
1.350056112224448880e+05,2.064766434871664643e+08
1.353260521042084147e+05,1.995960314300868809e+08
1.356464929859719414e+05,1.929447353814024031e+08
1.359669338677354681e+05,1.865151116153054535e+08
1.362873747494989948e+05,1.802997712386091948e+08
1.366078156312625215e+05,1.742915716929840446e+08
1.369282565130260482e+05,1.684836085406490564e+08
1.372486973947895749e+05,1.628692075240557790e+08
1.375691382765531016e+05,1.574419168904244304e+08
1.378895791583166283e+05,1.521954999722943306e+08
1.382100200400801550e+05,1.471239280155463219e+08
1.385304609218436817e+05,1.422213732466383278e+08
1.388509018036072084e+05,1.374822021710761487e+08
1.391713426853707351e+05,1.329009690953999758e+08
1.394917835671342618e+05,1.284724098652321547e+08
1.398122244488977885e+05,1.241914358121761084e+08
1.401326653306613152e+05,1.200531279025980979e+08
1.404531062124248419e+05,1.160527310815582424e+08
1.407735470941883686e+05,1.121856488053770512e+08
1.410939879759518954e+05,1.084474377565468103e+08
1.414144288577154221e+05,1.048338027349032611e+08
1.417348697394789488e+05,1.013405917191775441e+08
1.420553106212424755e+05,9.796379109324392676e+07
1.423757515030060022e+05,9.469952103156994283e+07
1.426961923847695289e+05,9.154403103855714202e+07
1.430166332665330556e+05,8.849369563663892448e+07
1.433370741482965823e+05,8.554501019817346334e+07
1.436575150300601090e+05,8.269458691633461416e+07
1.439779559118236357e+05,7.993915091036365926e+07
1.442983967935871624e+05,7.727553646070097387e+07
1.446188376753506891e+05,7.470068336966432631e+07
1.449392785571142158e+05,7.221163344348636270e+07
1.452597194388777425e+05,6.980552709166288376e+07
1.455801603206412692e+05,6.747960003969950974e+07
1.459006012024047959e+05,6.523118015147335827e+07
1.462210420841683226e+05,6.305768435755440593e+07
1.465414829659318493e+05,6.095661568595185131e+07
1.468619238476953760e+05,5.892556039186906815e+07
1.471823647294589027e+05,5.696218518316522986e+07
1.475028056112224294e+05,5.506423453833110631e+07
1.478232464929859561e+05,5.322952811389348656e+07
1.481436873747494828e+05,5.145595823826582730e+07
1.484641282565130095e+05,4.974148748916127533e+07
1.487845691382765363e+05,4.808414635178215057e+07
1.491050100200400630e+05,4.648203095509081334e+07
1.494254509018035897e+05,4.493330088355835527e+07
1.497458917835671164e+05,4.343617706187400222e+07
1.500663326653306431e+05,4.198893971018154174e+07
1.503867735470941698e+05,4.058992636749108881e+07
1.507072144288577256e+05,3.923752998099210858e+07
1.510276553106212523e+05,3.793019705907106400e+07
1.513480961923847790e+05,3.666642588590690494e+07
1.516685370741483057e+05,3.544476479559385031e+07
1.519889779559118324e+05,3.426381050380386412e+07
1.523094188376753591e+05,3.312220649507153034e+07
1.526298597194388858e+05,3.201864146384551749e+07
1.529503006012024125e+05,3.095184780751415342e+07
1.532707414829659392e+05,2.992060016967201605e+07
1.535911823647294659e+05,2.892371403195176646e+07
1.539116232464929926e+05,2.796004435280213505e+07
1.542320641282565193e+05,2.702848425164637342e+07
1.545525050100200460e+05,2.612796373690814152e+07
1.548729458917835727e+05,2.525744847644181177e+07
1.551933867735470994e+05,2.441593860895349830e+07
1.555138276553106261e+05,2.360246759504577518e+07
1.558342685370741528e+05,2.281610110656487942e+07
1.561547094188376796e+05,2.205593595297349617e+07
1.564751503006012063e+05,2.132109904351423681e+07
1.567955911823647330e+05,2.061074638397052512e+07
1.571160320641282597e+05,1.992406210687152296e+07
1.574364729458917864e+05,1.926025753402563184e+07
1.577569138276553131e+05,1.861857027030492201e+07
1.580773547094188398e+05,1.799826332763849199e+07
1.583977955911823665e+05,1.739862427820729092e+07
1.587182364729458932e+05,1.681896443586715683e+07
1.590386773547094199e+05,1.625861806485860609e+07
1.593591182364729466e+05,1.571694161489382759e+07
1.596795591182364733e+05,1.519331298174118996e+07
1.600000000000000000e+05,1.468713079245742783e+07
