z [mm]	By meas [T]	By sim [T]
-262.	-0.004359165579514634	-0.005466169868962093
-261.	-0.004350399615795635	-0.005510066985249013
-260.	-0.004352018236747279	-0.005562799428411256
-259.	-0.004350963073826129	-0.005625661832024266
-258.	-0.004354866071992252	-0.005700097993129947
-257.	-0.004363345966147643	-0.005787716768318834
-256.	-0.004386533682521269	-0.00589030959222592
-255.	-0.004409699982172111	-0.006009869769897278
-254.	-0.004431494306207311	-0.006148613708624744
-253.	-0.004469097723853664	-0.006309004261518228
-252.	-0.004520549193528349	-0.006493776368525243
-251.	-0.004568004093830477	-0.006705965188385805
-250.	-0.004637400187728429	-0.006948936921343105
-249.	-0.004714096986356673	-0.007226422531467586
-248.	-0.004785122031837683	-0.007542554571392176
-247.	-0.004883461422413583	-0.007901907318601745
-246.	-0.004994199025896767	-0.008309540412620962
-245.	-0.005101277366215086	-0.008771046170404087
-244.	-0.005250413268218044	-0.009292600723147307
-243.	-0.005408954771681061	-0.009881019077011367
-242.	-0.005580612351717478	-0.01054381412113316
-241.	-0.005789002587520351	-0.01128925954793761
-240.	-0.006026804003889614	-0.01212645648718611
-239.	-0.006326797935071295	-0.013065403541412
-238.	-0.006692491792582159	-0.01411706966883795
-237.	-0.007150675327613331	-0.01529346911562832
-236.	-0.00772880125874086	-0.01660773724379808
-235.	-0.008465783487614592	-0.01807420569567558
-234.	-0.009409528675089587	-0.0197084747797963
-232.9999999999999	-0.01059983822238266	-0.02152748031453452
-231.9999999999999	-0.01210159563987469	-0.02354955139670905
-230.9999999999999	-0.01396287490816618	-0.02579445452919158
-229.9999999999999	-0.01626388175291266	-0.02828341848628694
-228.9999999999999	-0.01903320150018903	-0.03103913290242811
-227.9999999999999	-0.02230658905846197	-0.03408571207577248
-226.9999999999999	-0.02611784164661438	-0.03744861385601135
-225.9999999999999	-0.03048686270485375	-0.04115450163140211
-224.9999999999999	-0.03542611640974302	-0.04523103577794766
-223.9999999999999	-0.04095641860416918	-0.04970657932508418
-223.	-0.04705300821060663	-0.05460980142109646
-222.	-0.05371482304174225	-0.05996916207869317
-221.	-0.06097983741522834	-0.06581226251255091
-220.	-0.06879529394761065	-0.07216504852439203
-219.	-0.07716905647743251	-0.07905086011562417
-218.	-0.08609943716833232	-0.08648932953346071
-217.	-0.09555803775407523	-0.0944951432617563
-216.	-0.1055155833263942	-0.1030767009636331
-215.	-0.1159837454103242	-0.1122347259981202
-214.	-0.1269179822960034	-0.1219609062545162
-213.	-0.138287072541752	-0.132236668049902
-212.	-0.1500839775272431	-0.1430322058477399
-211.	-0.1622369709770073	-0.1543059008148124
-210.	-0.1746975232622916	-0.1660042566472615
-209.	-0.1873819754789832	-0.1780624563432644
-208.	-0.2002635875056612	-0.1904055980606077
-207.	-0.2132312457965175	-0.2029506030444564
-206.	-0.2262390635553639	-0.2156087127879308
-205.	-0.2391523674598504	-0.228288418109988
-204.	-0.2519031988230453	-0.2408986035222002
-203.	-0.2644404572026377	-0.2533516591076283
-202.	-0.2766710772448679	-0.2655663151553157
-201.	-0.2885324199899859	-0.2774699931032726
-200.	-0.2999966919163608	-0.28900052950544
-199.	-0.3109508991020512	-0.3001072073160556
-198.	-0.3214303660344767	-0.310751103877174
-197.	-0.3313990193812484	-0.3209048286217461
-196.	-0.3408738771811721	-0.3305517653973632
-195.	-0.3497922740175469	-0.3396849553324023
-194.	-0.3581809326052963	-0.3483057565806185
-193.	-0.3660598430359087	-0.3564224036260406
-192.	-0.3734347081947495	-0.3640485656378571
-191.	-0.3803223146660967	-0.3712019775415177
-190.	-0.3867893095732166	-0.3779031919789491
-189.	-0.3928233829755503	-0.3841744784293966
-188.	-0.3984235504374079	-0.3900388788117551
-187.	-0.4036416318678851	-0.3955194166165457
-186.	-0.4084951881974053	-0.4006384489645329
-185.	-0.4130153391046398	-0.4054171468602608
-184.	-0.4172256359642731	-0.4098750873541194
-183.	-0.421139652456439	-0.4140299415902634
-182.	-0.4247480186742279	-0.4178972441311797
-181.	-0.4280764549791676	-0.4214902309596368
-180.	-0.4311537975812931	-0.4248197358301906
-179.	-0.433970858911113	-0.4278941373083363
-178.	-0.4365407348905524	-0.4307193513380615
-177.	-0.4388498672792427	-0.4332988668671558
-176.	-0.4409227173773587	-0.4356338245633583
-175.	-0.4427181766182368	-0.4377231413518424
-174.	-0.4442588007331957	-0.4395636858456258
-173.	-0.4455394405764553	-0.4411505121185421
-172.	-0.446542541399136	-0.4424771613949825
-171.	-0.4472654917194448	-0.4435360429220563
-170.	-0.4476982296956929	-0.4443189063754259
-169.	-0.4478424971683963	-0.4448174181140565
-168.	-0.4476546510582361	-0.445023851872658
-167.	-0.4471676623431151	-0.4449319002848842
-166.	-0.4463732789375287	-0.444537606069864
-165.	-0.4452623261594163	-0.4438403999626244
-164.	-0.4438487342685081	-0.4428442159515659
-163.	-0.4421535510452102	-0.4415586331060709
-162.	-0.4401776867907716	-0.4399999682300632
-161.	-0.437978953858836	-0.4381922170603674
-160.	-0.4356061780645878	-0.4361677177604304
-159.	-0.4330761979654351	-0.4339673945470666
-158.	-0.4304722687209722	-0.4316404381108552
-157.	-0.4278857554954474	-0.4292432998825344
-156.	-0.425353802377582	-0.4268379240231105
-155.	-0.4229609563971856	-0.4244892158431943
-154.	-0.4207836503121565	-0.4222618439008488
-153.	-0.4189029743204143	-0.4202165846672668
-152.	-0.4173764822528214	-0.418406526814649
-151.	-0.4162325363564949	-0.4168735360737164
-150.	-0.4155422863968249	-0.4156454197939997
-149.	-0.4152867052762341	-0.4147342042535627
-148.	-0.4154554576487634	-0.4141358365592633
-147.	-0.4160304734581045	-0.413831447674644
-146.	-0.4169782859802879	-0.4137900820888699
-145.	-0.4182061953511636	-0.413972550661449
-144.	-0.4196875110147236	-0.4143358508655765
-143.	-0.4213219414874354	-0.4148374823339204
-142.	-0.4230503491745767	-0.415439009393783
-141.	-0.4248193834015651	-0.4161083940261244
-140.	-0.4265608054787607	-0.4168209038378311
-139.	-0.4282254546315853	-0.4175587140558386
-138.	-0.4298069022518913	-0.4183095830785045
-137.	-0.4312591923335828	-0.4190651207355318
-136.	-0.4325957395657276	-0.4198191620354757
-135.	-0.4337771882148732	-0.4205666263556165
-134.	-0.4348230377399492	-0.4213030345190429
-133.	-0.4357412834302307	-0.4220246378770243
-132.	-0.4365606936698843	-0.4227289422057026
-131.	-0.4372557140304274	-0.4234153235748718
-130.	-0.4378766686471637	-0.4240854458158927
-129.	-0.4384194887227992	-0.4247432854254051
-128.	-0.4388904328886117	-0.4253947138276659
-127.	-0.4392997141064599	-0.4260467329963514
-126.	-0.4396530111892346	-0.4267065664639321
-125.	-0.4399795476043842	-0.4273808474105623
-124.	-0.4402848800884366	-0.4280751140689123
-123.	-0.4405570276831858	-0.4287937350917042
-122.	-0.440829494387315	-0.4295402722288474
-121.	-0.4410787507767097	-0.4303181772950111
-120.	-0.4413619077386525	-0.4311316438456928
-119.	-0.4416396269229285	-0.4319864094261126
-118.	-0.4419098876419685	-0.4328903354662879
-117.	-0.4422346185562355	-0.4338536673238595
-115.9999999999999	-0.4426037560627279	-0.4348889736769526
-114.9999999999999	-0.4429982004239218	-0.4360108550499586
-113.9999999999999	-0.4434445237600805	-0.437235572436942
-112.9999999999999	-0.4439750226058448	-0.4385807659011944
-111.9999999999999	-0.4445992095264022	-0.4400654096997859
-110.9999999999999	-0.4453218001923792	-0.4417100957689001
-109.9999999999999	-0.4461730123933964	-0.4435376686859197
-108.9999999999999	-0.4471740702178666	-0.4455741706096095
-107.9999999999999	-0.4483747020078337	-0.4478500092620947
-106.9999999999999	-0.4497832513474362	-0.4504012443613364
-105.9999999999999	-0.451492540718462	-0.4532708985514274
-104.9999999999999	-0.453525138416888	-0.4565102317203627
-103.9999999999999	-0.4559345356614512	-0.4601799599185678
-102.9999999999999	-0.4588282693014544	-0.4643514377851747
-101.9999999999999	-0.4622627737682001	-0.4691078416348848
-100.9999999999999	-0.4663675406790135	-0.4745453763824173
-99.99999999999997	-0.4712691371004209	-0.4807744700222495
-98.99999999999997	-0.4770976728950068	-0.4879207979368251
-97.99999999999997	-0.4840284349019135	-0.4961257679850112
-96.99999999999997	-0.4922243549902606	-0.5055457481068889
-96.00000000000008	-0.5018640581187209	-0.5163487492881814
-95.00000000000008	-0.5131969650855612	-0.5287063533011773
-94.00000000000008	-0.5263792437216219	-0.5427771899388057
-93.00000000000008	-0.5415766194241629	-0.5586759478959585
-92.00000000000008	-0.5588220784853319	-0.5764185330940526
-91.00000000000008	-0.5779538802370641	-0.5958299669460418
-90.00000000000008	-0.5984403651207929	-0.6163997076186218
-89.00000000000008	-0.6193656664940141	-0.6370786619880769
-88.00000000000008	-0.6389640780620053	-0.6560555116447507
-87.00000000000007	-0.6545732957003945	-0.6706565331002302
-86.00000000000007	-0.663035256548989	-0.6776541670577498
-85.00000000000007	-0.6614354013291963	-0.6742187916576362
-84.00000000000007	-0.6484707667498236	-0.6591948613004666
-83.00000000000007	-0.6249128033858846	-0.6337230804076089
-82.00000000000007	-0.5932427639787804	-0.6006144203060115
-81.00000000000007	-0.5566333706469429	-0.5630865767441268
-80.00000000000007	-0.5178399589322031	-0.5238245581109883
-79.00000000000007	-0.4788064327615556	-0.4846686701478403
-78.00000000000007	-0.4407059356605049	-0.446700931184148
-77.00000000000007	-0.4041223259306782	-0.4104553153831453
-76.00000000000007	-0.3693996172584961	-0.3761124108610748
-75.00000000000007	-0.3365653153091106	-0.3436410110286814
-74.00000000000007	-0.3054711106391734	-0.3128915609978549
-73.00000000000007	-0.2759864703505631	-0.2836570914253613
-72.00000000000005	-0.2479852606125667	-0.2557168775537589
-71.00000000000005	-0.2212443706054576	-0.2288734708664579
-70.00000000000005	-0.1955147035304217	-0.2029838319692303
-69.00000000000005	-0.1707781035922053	-0.1779714616731527
-68.00000000000005	-0.1468691149293734	-0.1538052412593767
-67.00000000000005	-0.1235692594906937	-0.1304560575500368
-66.00000000000005	-0.1008431166667373	-0.1078643511984786
-65.00000000000005	-0.07853465439894882	-0.08593578299369089
-64.00000000000005	-0.05660176828305834	-0.06455434545532588
-63.00000000000005	-0.0350027093920188	-0.04359670980021068
-62.00000000000005	-0.0136110550211317	-0.02294080354681976
-61.00000000000005	0.00757990722288243	-0.002468905657487739
-60.00000000000005	0.02866634300893341	0.01793222654042208
-59.00000000000005	0.04970323332041613	0.03837157092289297
-58.00000000000005	0.07076066765658826	0.0589516244647452
-57.00000000000005	0.09185093236423902	0.07976043333019568
-56.00000000000005	0.1129144325278483	0.1008550879096685
-55.00000000000005	0.1340949452139773	0.1222393778724119
-54.00000000000005	0.1552690104521549	0.1438508412134273
-53.00000000000005	0.1764966341429997	0.1655795513807076
-52.00000000000004	0.1975825668841359	0.1873192723606185
-51.00000000000004	0.2184520199604581	0.2090158224958119
-50.00000000000004	0.2388269565368907	0.2306805442904776
-49.00000000000004	0.2584489642013342	0.2523740013391591
-48.00000000000004	0.2772342973465086	0.2741830716887491
-47.00000000000004	0.2952509815070165	0.2962052119766342
-46.00000000000004	0.3130905990457532	0.3185413646461144
-45.00000000000004	0.3314364813008492	0.3412942118077681
-44.00000000000004	0.350984562548048	0.3645681672888038
-43.00000000000003	0.3720389827043575	0.3884678185322151
-42.00000000000003	0.3946146812267482	0.4130911655347895
-41.00000000000003	0.4185519990046294	0.4385137830728418
-40.00000000000003	0.443655282983367	0.4647634194358144
-39.00000000000003	0.469767569760457	0.4917963105987474
-38.00000000000003	0.4967488811768505	0.5195014071502379
-37.00000000000003	0.5246165320441187	0.5477499343610872
-36.00000000000002	0.5534364401202258	0.5764640225373221
-35.00000000000002	0.5831225053796205	0.6056543540046924
-34.00000000000002	0.6137413112207684	0.6354120490239416
-33.00000000000002	0.6454931594973674	0.6658798102059038
-32.00000000000002	0.6782584221040918	0.6972274611920964
-31.00000000000002	0.7122412638700289	0.7296394548339028
-30.00000000000002	0.7475715251429622	0.7633114863931532
-29.00000000000002	0.7844177588486197	0.7984512978927607
-28.00000000000002	0.822736190066574	0.8352793264878124
-27.00000000000002	0.8628255183895986	0.8740249726203126
-26.00000000000002	0.9047382594138688	0.9149139571208998
-25.00000000000002	0.9487134828812853	0.9581444255401417
-24.00000000000002	0.995254581797595	1.003859955380025
-23.00000000000002	1.044218478510166	1.052146947889654
-22.00000000000002	1.096190601492244	1.103088218492962
-21.00000000000001	1.151421029101287	1.15686168628782
-20.00000000000001	1.210412944093445	1.213820859133138
-19.00000000000001	1.273802630370773	1.27451366079081
-18.00000000000001	1.342096126426095	1.33965924817033
-17.00000000000001	1.416213152656965	1.410121572419332
-16.00000000000001	1.496778028132712	1.486894010659564
-15.00000000000001	1.58467384286744	1.571083807596181
-14.00000000000001	1.680882525114372	1.663869191357413
-13.00000000000001	1.786404338097115	1.766386349952222
-12.00000000000001	1.901771584479821	1.87948300174069
-11.00000000000001	2.026084429356158	2.003263424746796
-10.	2.157896966049369	2.136395608417407
-9.000000000000007	2.293083286049912	2.27534051487435
-8.000000000000007	2.42572598267926	2.414009140538667
-7.000000000000006	2.549083730392019	2.544541158898495
-6.000000000000005	2.657125082846324	2.659360247147593
-5.000000000000004	2.745531214305845	2.75349350913328
-4.000000000000003	2.812916473640929	2.825617260564706
-3.000000000000002	2.861088722557444	2.877309422236959
-2.000000000000001	2.893026408431272	2.911417864834841
-1.	2.91104274709665	2.930663361813361
0.	2.91701082048405	2.936868826672558
1.	2.911400626970037	2.930663361794194
2.000000000000001	2.893600331330192	2.911417864800593
3.000000000000002	2.862237620187963	2.877309422205153
4.000000000000003	2.814489746159862	2.825617260563975
5.000000000000004	2.747611945519919	2.753493509123168
6.000000000000005	2.660263347308331	2.659360247053333
7.000000000000006	2.553000288179152	2.544541158848047
8.000000000000007	2.43014340629984	2.414009140335221
9.000000000000007	2.298169650749709	2.27534051447066
10.	2.163739909122677	2.136395607824634
11.00000000000001	2.032825314975571	2.003263424055095
12.00000000000001	1.909579163352104	1.879483000907943
13.00000000000001	1.795446448431124	1.766386349077671
14.00000000000001	1.691268332304088	1.663869190424892
15.00000000000001	1.596353182609405	1.571083806601221
16.00000000000001	1.509911703283349	1.486894009692764
17.00000000000001	1.430852052176556	1.410121571530933
18.00000000000001	1.358233005974922	1.339659247251555
19.00000000000001	1.291105402870565	1.274513659932651
20.00000000000001	1.228994364772173	1.213820858211622
21.00000000000001	1.171111162996906	1.156861685411066
22.00000000000002	1.116771494189043	1.103088217657938
23.00000000000002	1.065649554974936	1.052146947061557
24.00000000000002	1.017443206672814	1.003859954582682
25.00000000000002	0.9717232331556899	0.9581444247498629
26.00000000000002	0.9282539611990404	0.9149139563571926
27.00000000000002	0.8868253571881187	0.8740249718746186
28.00000000000002	0.8470431353282611	0.8352793257629997
29.00000000000002	0.8089099312196667	0.7984512971940659
30.00000000000002	0.7722416614493895	0.7633114856818689
31.00000000000002	0.7367893286626467	0.7296394541654032
32.00000000000002	0.7025767701041302	0.6972274605177304
32.99999999999991	0.6694675306330154	0.6658798095695003
33.99999999999992	0.6373268541221295	0.6354120484177842
34.99999999999992	0.6060353674405458	0.6056543533944289
35.99999999999992	0.5756680118205455	0.5764640219420644
36.99999999999992	0.546080000514096	0.5477499337701596
37.99999999999992	0.5173269274537475	0.5195014065996632
38.99999999999992	0.4894191970959083	0.4917963100458427
39.99999999999992	0.4622723326347639	0.4647634189103094
40.99999999999992	0.4361205404291161	0.4385137825319341
41.99999999999992	0.4109731602403403	0.4130911649952024
42.99999999999992	0.3870136369367755	0.3884678179812927
43.99999999999992	0.3645335622717757	0.3645681667415536
44.99999999999992	0.343509543164416	0.3412942112665711
45.99999999999992	0.323689674086638	0.3185413640888006
46.99999999999992	0.3045191452365894	0.2962052113781511
47.99999999999992	0.2852823752417487	0.2741830710938769
48.99999999999992	0.2654309952922598	0.252374000690748
49.99999999999993	0.2448549148076266	0.2306805436281714
50.99999999999993	0.2236277627307538	0.2090158217672056
51.99999999999993	0.2020028089350059	0.1873192715855556
52.99999999999993	0.1802725450047731	0.1655795505267749
53.99999999999993	0.1584979237408533	0.143850840280841
54.99999999999993	0.136768451734095	0.1222393768291085
55.99999999999993	0.1151308285762138	0.100855086756981
56.99999999999994	0.09363366096379241	0.07976043204885227
57.99999999999994	0.07216537991241693	0.05895162301422334
58.99999999999994	0.05078832617374111	0.03837156929965841
59.99999999999994	0.02938208527486041	0.01793222468770642
60.99999999999994	0.00802547289900731	-0.002468907728350766
61.99999999999994	-0.01344968248275564	-0.02294080589631445
62.99999999999994	-0.03517119233103892	-0.04359671246204812
63.99999999999994	-0.05711341608013998	-0.0645543484465965
64.99999999999994	-0.07927601616726139	-0.08593578638762561
65.99999999999994	-0.1017888146077702	-0.1078643550277833
66.99999999999994	-0.1247466800930133	-0.1304560618230962
67.99999999999994	-0.1482744488577239	-0.1538052460386292
68.99999999999994	-0.1724376706196796	-0.1779714670226557
69.99999999999995	-0.1974278554817289	-0.2029838379224638
70.99999999999995	-0.2233123570058737	-0.2288734774349089
71.99999999999995	-0.2503055924357916	-0.2557168847328594
72.99999999999995	-0.2785519731554387	-0.2836570992114841
73.99999999999995	-0.3083169031055356	-0.3128915693906489
74.99999999999995	-0.3398247748587703	-0.3436410200009005
75.99999999999995	-0.3730433551867805	-0.3761124203537623
76.99999999999995	-0.4081250808585201	-0.4104553253199269
77.99999999999995	-0.445134623551823	-0.4467009414768754
78.99999999999995	-0.4836900231318946	-0.4846686807110137
79.99999999999995	-0.5232328631609981	-0.5238245688469134
80.99999999999995	-0.5624997130456094	-0.5630865875159815
81.99999999999995	-0.5995713563642982	-0.6006144310235097
82.99999999999995	-0.6316744787036654	-0.6337230910000498
83.99999999999995	-0.6556308985908747	-0.659194871696829
84.99999999999997	-0.6688846659270968	-0.6742188017763812
85.99999999999997	-0.6706253343778809	-0.6776541768311917
86.99999999999997	-0.6622240260989208	-0.6706565424731645
87.99999999999997	-0.6466864690087538	-0.6560555205982534
88.99999999999997	-0.6271634719065376	-0.6370786705166459
89.99999999999997	-0.6063036155892653	-0.616399715814665
90.99999999999997	-0.585864688886418	-0.5958299748880139
91.99999999999997	-0.5667744436201255	-0.576418540814066
92.99999999999997	-0.5496162194743776	-0.5586759554650357
93.99999999999997	-0.5345200072066638	-0.5427771974011352
94.99999999999997	-0.5213886078032428	-0.5287063606363012
95.99999999999997	-0.5101681919354074	-0.5163487564376104
96.99999999999997	-0.5005704178295397	-0.5055457550280805
97.99999999999997	-0.4924426788532953	-0.4961257746444566
98.99999999999997	-0.4855846785832256	-0.4879208043521933
99.99999999999997	-0.4798118869556738	-0.4807744763082263
100.9999999999999	-0.4749708601397774	-0.47454538278943
101.9999999999999	-0.4709102103416227	-0.4691078486092322
102.9999999999999	-0.4675080895623368	-0.4643514460058577
103.9999999999999	-0.4646611666491228	-0.4601799703349036
104.9999999999999	-0.4622823676900787	-0.4565102455508147
105.9999999999999	-0.4602859750041182	-0.4532709172794305
106.9999999999999	-0.4586197437946393	-0.4504012697023183
107.9999999999999	-0.4572178655448113	-0.4478500430917638
108.9999999999999	-0.4560336471599259	-0.4455742148505404
109.9999999999999	-0.4550568492579952	-0.4435377251686165
110.9999999999999	-0.4542092857948897	-0.4417101660267822
111.9999999999999	-0.4535008659988572	-0.4400654947523421
112.9999999999999	-0.4529062988129016	-0.4385808659876747
113.9999999999999	-0.4523921458021308	-0.4372356867531703
114.9999999999999	-0.4519617701784858	-0.4360109815031171
115.9999999999999	-0.4515751225247096	-0.43488910869459
117.	-0.4512313611990569	-0.4338538057467145
118.	-0.4509369384589875	-0.4328904705578786
119.	-0.4506523030677836	-0.4319865330095734
120.	-0.4503985192304568	-0.4311317465599553
121.	-0.4501512942449117	-0.4303182489558753
122.	-0.4499009050307851	-0.4295403022494498
123.	-0.449657448317019	-0.4287937129192734
124.	-0.4493981926033655	-0.4280750296036038
125.	-0.4490934496982299	-0.4273806913849588
126.	-0.4487824354774333	-0.4267063307717734
127.	-0.4484285145151429	-0.4260464109848252
128.	-0.4480173945177831	-0.42539430055794
129.	-0.4475587394685053	-0.424742777910001
130.	-0.4470363550165294	-0.4240848432225742
131.	-0.4464143293290328	-0.4234146273832256
132.	-0.4456979199301777	-0.4227281562860014
133.	-0.4448705227477359	-0.4220237684745019
134.	-0.4439494917227777	-0.4213020901315928
135.	-0.442879408749728	-0.4205656175186263
136.	-0.4416619956664023	-0.419818101020835
137.	-0.4403212115711536	-0.4190640211931493
138.	-0.4388305020535944	-0.41830845962513
139.	-0.4372068050259886	-0.4175575818332826
140.	-0.4355056892706539	-0.4168197780210219
141.	-0.4337230291451063	-0.4161072893105208
142.	-0.4319067802148098	-0.4154379394600823
143.	-0.4301408225151785	-0.4148364593391903
144.	-0.4284443171153241	-0.4143348849956108
145.	-0.4269300897563174	-0.4139716497990742
146.	-0.4256431607006837	-0.4137892516386437
147.	-0.4246560335935239	-0.4138306905578609
148.	-0.4240332749454044	-0.4141351533744278
149.	-0.4238086081615578	-0.414733593571646
150.	-0.4240162621441026	-0.4156448785398589
151.	-0.4246750350381193	-0.4168730599497275
152.	-0.4257358333257699	-0.418406110713755
153.	-0.4272008771912248	-0.4202162230446479
154.	-0.4290025823121783	-0.4222615310837909
155.	-0.4310499919645708	-0.4244889462706814
156.	-0.4333297263192196	-0.4268376924191504
157.	-0.4357287240197241	-0.4292431013675329
158.	-0.438181018967783	-0.4316402682518903
159.	-0.4406120401053056	-0.4339672493871347
159.9999999999999	-0.4429743479578293	-0.4361675938088805
160.9999999999999	-0.4451921143147246	-0.438192111267296
161.9999999999999	-0.4472094689740593	-0.4399998779521904
162.9999999999999	-0.4489848311854235	-0.4415585560646156
163.9999999999999	-0.4505002499827171	-0.4428441501944555
164.9999999999999	-0.4517245541194698	-0.4438403438221384
165.9999999999999	-0.4526548409154784	-0.4445375581232902
166.9999999999999	-0.4532654148205661	-0.4449318593221229
167.9999999999999	-0.4535800371910251	-0.4450238168649247
168.9999999999999	-0.4535641697728111	-0.4448173881877481
169.9999999999999	-0.4532664049974615	-0.4443188807882015
170.9999999999999	-0.4526632559384887	-0.4435360210429849
171.9999999999999	-0.4517655475668354	-0.4424771426889442
172.9999999999999	-0.4506062067309046	-0.4411504961298344
173.9999999999999	-0.449154359267978	-0.4395636721853724
174.9999999999999	-0.4474430538747644	-0.4377231296897868
175.9999999999999	-0.4454693280794712	-0.4356338146162087
176.9999999999999	-0.4432329450368666	-0.4332988583971071
177.9999999999999	-0.4407465274921612	-0.4307193441378136
178.9999999999999	-0.4379769061030374	-0.4278941311992274
179.9999999999999	-0.4349705503023921	-0.4248197306626577
180.9999999999999	-0.4316840733439736	-0.4214902266067039
181.9999999999999	-0.4280997806862082	-0.4178972404776857
182.9999999999999	-0.4242205373639154	-0.4140299385420315
183.9999999999999	-0.4200431593146649	-0.4098750848290696
184.9999999999999	-0.4155305722067235	-0.4054171447906796
185.9999999999999	-0.4106737415085278	-0.4006384472811164
186.9999999999999	-0.4054186251580148	-0.3955194152718915
187.9999999999999	-0.399766592903092	-0.3900388777586019
188.9999999999999	-0.3937070535750625	-0.3841744776261212
189.9999999999999	-0.3871991022951816	-0.377903191396152
190.9999999999999	-0.3801880159120075	-0.3712019771517531
191.9999999999999	-0.3726912852399019	-0.3640485654100648
192.9999999999999	-0.3646602292976884	-0.3564224035391691
193.9999999999999	-0.3560519964814185	-0.3483057566045916
194.9999999999999	-0.346860823677188	-0.339684955456104
195.9999999999999	-0.3370969877156358	-0.3305517656088314
196.9999999999999	-0.3267527246658522	-0.3209048289052515
197.9999999999999	-0.3158065951010666	-0.3107511042134097
198.9999999999999	-0.3042861682446029	-0.300107207702098
199.9999999999999	-0.2922139960231828	-0.2890005299420522
201.	-0.2796133529224826	-0.277469993557434
201.9999999999999	-0.266544883652563	-0.2655663156394486
203.	-0.2530566378438955	-0.2533516596044641
203.9999999999999	-0.2392197541628371	-0.2408986040323658
205.	-0.2251273322749454	-0.2282884186150064
205.9999999999999	-0.2108376865527538	-0.215608713299285
207.	-0.1964368949541581	-0.2029506035565617
207.9999999999999	-0.1820384435685939	-0.1904055985581797
209.	-0.1677446102829591	-0.1780624568188146
209.9999999999999	-0.1536490551220944	-0.1660042571134082
211.	-0.13981933789948	-0.1543059012699808
211.9999999999999	-0.1263946075547313	-0.1430322062816111
213.	-0.1134637344181289	-0.1322366684648993
213.9999999999999	-0.1011421087767902	-0.1219609066478567
215.	-0.08950087910323585	-0.1122347263756977
215.9999999999999	-0.07861961012921427	-0.1030767013140054
217.	-0.06859299991425305	-0.09449514359863098
217.9999999999999	-0.05946379499601477	-0.08648932985043927
219.	-0.05126852438807243	-0.07905086041061511
219.9999999999999	-0.04399945364584858	-0.07216504880126031
221.	-0.03764114527200584	-0.06581226277680246
221.9999999999999	-0.03217667042243258	-0.05996916232918672
223.	-0.02753187722049965	-0.05460980165304536
223.9999999999999	-0.02366535008948364	-0.04970657954418642
224.9999999999998	-0.02050244869318187	-0.04523103598283338
225.9999999999999	-0.01795373477959798	-0.04115450182177198
226.9999999999998	-0.01594053239808167	-0.03744861403572564
227.9999999999999	-0.01435130076280781	-0.034085712245608
228.9999999999998	-0.01312691015245966	-0.03103913306089295
229.9999999999999	-0.01218110045133771	-0.02828341863486002
230.9999999999998	-0.01145121210274318	-0.02579445466850102
231.9999999999999	-0.01087759811175426	-0.02354955152862423
232.9999999999998	-0.01041171648439811	-0.02152748043683183
234.	-0.01003814357809827	-0.01970847489448641
234.9999999999998	-0.009734580981464223	-0.01807420580412793
236.	-0.009468559184391442	-0.01660773734531357
236.9999999999998	-0.009233304216338328	-0.01529346921078184
238.	-0.009042038893938465	-0.01411706975941276
238.9999999999998	-0.008859953892408047	-0.01306540362612814
240.	-0.008685026319213121	-0.01212645656630004
240.9999999999998	-0.008534464414325386	-0.01128925962263511
242.	-0.008393389119277039	-0.01054381419172653
242.9999999999998	-0.008250914533696673	-0.009881019142471872
244.	-0.0081172052624051	-0.009292600785564063
244.9999999999998	-0.007997779733600208	-0.008771046228296617
246.	-0.007885251885159134	-0.008309540467169076
246.9999999999998	-0.007776443744413798	-0.007901907370286471
248.	-0.0076685269251807	-0.007542554619826048
248.9999999999998	-0.007566906017789389	-0.007226422576954042
250.	-0.007475810309380362	-0.006948936964384727
250.9999999999998	-0.007392257750357992	-0.00670596522862969
252.	-0.007315278035932045	-0.006493776406632275
252.9999999999998	-0.007234126330175834	-0.006309004297320506
254.	-0.007164416974565623	-0.006148613742233128
254.9999999999998	-0.007085523012914847	-0.006009869801521355
256.	-0.007022616596296222	-0.005890309621824095
256.9999999999998	-0.006966305895942643	-0.005787716796123949
258.	-0.00691565140177995	-0.005700098019199904
258.9999999999998	-0.006861644011855779	-0.005625661856511491
260.	-0.006824236258786734	-0.005562799451471702
260.9999999999998	-0.006765393676279097	-0.005510067006803971
262.	-0.006726358451171718	-0.005466169889105699
262.9999999999998	-0.006683493716238412	-0.005429948212655748
264.	-0.006647337681069582	-0.005400363772745356
264.9999999999998	-0.006611699149851901	-0.0053764882074006
266.	-0.006572617461012109	-0.005357492275584767
266.9999999999998	-0.006540537377616329	-0.005342636150613164
268.	-0.006506732272702442	-0.005331260635063921
268.9999999999998	-0.006485575415916598	-0.005322779211680331
270.	-0.006455150705453089	-0.00531667085278214
270.9999999999998	-0.00643635869852075	-0.005312473517019413
272.	-0.006409214178632431	-0.005309778269150358
272.9999999999998	-0.00638402470497892	-0.005308223963664246
274.	-0.006353345373206013	-0.005307492439843662
274.9999999999998	-0.006333299626844504	-0.005307304178682639
276.	-0.006307032123360325	-0.005307414379026696
276.9999999999998	-0.006285622601279631	-0.00530760941227472
278.	-0.006253888841276195	-0.005307703619706073
278.9999999999998	-0.006238352932426664	-0.005307536420235839
280.	-0.006211423983988296	-0.005306969698606487
