E[eV] theta[mrad] theta[deg]
24500 6.53539 0.374450264472003
24510 6.53277 0.374300149529679
24520 6.53015 0.374150034587355
24530 6.52753 0.37399991964503
24540 6.52491 0.373849804702706
24550 6.5223 0.373700262718177
24560 6.51968 0.373550147775853
24570 6.51706 0.373400032833528
24580 6.51444 0.373249917891204
24590 6.51182 0.37309980294888
24600 6.50921 0.372950260964351
24610 6.50659 0.372800146022026
24620 6.50397 0.372650031079702
24630 6.50135 0.372499916137378
24640 6.49873 0.372349801195053
24650 6.49612 0.372200259210524
24660 6.4935 0.3720501442682
24670 6.49088 0.371900029325876
24680 6.48826 0.371749914383552
24690 6.48564 0.371599799441227
24700 6.48303 0.371450257456698
24710 6.48041 0.371300142514374
24720 6.47779 0.37115002757205
24730 6.47517 0.370999912629725
24740 6.47255 0.370849797687401
24750 6.46994 0.370700255702872
24760 6.46732 0.370550140760547
24770 6.4647 0.370400025818223
24780 6.46208 0.370249910875899
24790 6.45946 0.370099795933575
24800 6.45685 0.369950253949046
24810 6.45423 0.369800139006721
24820 6.45161 0.369650024064397
24830 6.44899 0.369499909122073
24840 6.44637 0.369349794179748
24850 6.44376 0.369200252195219
24860 6.44114 0.369050137252895
24870 6.43939 0.368949869638747
24880 6.4359 0.368749907368247
24890 6.43416 0.368650212711894
24900 6.43067 0.368450250441393
24910 6.42892 0.368349982827245
24920 6.4263 0.368199867884921
24930 6.42368 0.368049752942597
24940 6.42107 0.367900210958067
24950 6.41845 0.367750096015743
24960 6.41583 0.367599981073419
24970 6.41321 0.367449866131095
24980 6.41147 0.367350171474742
24990 6.40798 0.367150209204241
25000 6.40623 0.367049941590093
