Photon Energy [eV],Flux [Photons/s/0.1%bw]
1.276272545090180356e+05,2.388207400807518512e+07
1.279859719438877655e+05,2.360631153101421148e+07
1.283446893787575100e+05,2.332974219250642508e+07
1.287034068136272545e+05,2.305251745296325907e+07
1.290621242484969844e+05,2.277478491537647322e+07
1.294208416833667288e+05,2.249668830965386704e+07
1.297795591182364733e+05,2.221836748256810755e+07
1.301382765531062032e+05,2.193995839307591319e+07
1.304969939879759477e+05,2.166159311276912689e+07
1.308557114228456921e+05,2.138339983121820912e+07
1.312144288577154221e+05,2.110550286597771198e+07
1.315731462925851811e+05,2.082802267702067643e+07
1.319318637274549110e+05,2.055107588537507877e+07
1.322905811623246409e+05,2.027477529574280232e+07
1.326492985971943708e+05,1.999922992287868634e+07
1.330080160320641298e+05,1.972454502151887119e+07
1.333667334669338597e+05,1.945082211964850873e+07
1.337254509018035897e+05,1.917815905490391329e+07
1.340841683366733487e+05,1.890665001391091198e+07
1.344428857715430786e+05,1.863638557436436042e+07
1.348016032064128085e+05,1.836745274966210872e+07
1.351603206412825675e+05,1.809993503590593860e+07
1.355190380761522974e+05,1.783391246109678596e+07
1.358777555110220273e+05,1.756946163634652644e+07
1.362364729458917864e+05,1.730665580894302949e+07
1.365951903807615163e+05,1.704556491710522398e+07
1.369539078156312462e+05,1.678625564627137780e+07
1.373126252505010052e+05,1.652879148677254282e+07
1.376713426853707351e+05,1.627323279274316877e+07
1.380300601202404650e+05,1.601963684213283658e+07
1.383887775551102241e+05,1.576805789768035337e+07
1.387474949899799540e+05,1.551854726872658730e+07
1.391062124248496839e+05,1.527115337373806350e+07
1.394649298597194429e+05,1.502592180342700705e+07
1.398236472945891728e+05,1.478289538435135968e+07
1.401823647294589027e+05,1.454211424288942851e+07
1.405410821643286617e+05,1.430361586948505230e+07
1.408997995991983917e+05,1.406743518306568451e+07
1.412585170340681216e+05,1.383360459553937241e+07
1.416172344689378806e+05,1.360215407628381997e+07
1.419759519038076105e+05,1.337311121654181369e+07
1.423346693386773404e+05,1.314650129364484735e+07
1.426933867735470994e+05,1.292234733498977870e+07
1.430521042084168294e+05,1.270067018169704266e+07
1.434108216432865593e+05,1.248148855188476481e+07
1.437695390781563183e+05,1.226481910349612497e+07
1.441282565130260482e+05,1.205067649662045576e+07
1.444869739478957781e+05,1.183907345525462739e+07
1.448456913827655371e+05,1.163002082845234498e+07
1.452044088176352670e+05,1.142352765081493184e+07
1.455631262525049970e+05,1.121960120227808505e+07
1.459218436873747560e+05,1.101824706715525873e+07
1.462805611222444859e+05,1.081946919239946641e+07
1.466392785571142158e+05,1.062326994504826888e+07
1.469979959919839748e+05,1.042965016882154532e+07
1.473567134268537047e+05,1.023860923984297551e+07
1.477154308617234346e+05,1.005014512145902403e+07
1.480741482965931937e+05,9.864254418132426217e+06
1.484328657314629236e+05,9.680932428388811648e+06
1.487915831663326535e+05,9.500173196799594909e+06
1.491503006012024125e+05,9.321969564982675016e+06
1.495090180360721424e+05,9.146313221609786153e+06
1.498677354709418723e+05,8.973194751406135038e+06
1.502264529058116022e+05,8.802604851182872429e+06
1.505851703406813613e+05,8.634531595466651022e+06
1.509438877755510912e+05,8.468962000598244369e+06
1.513026052104208211e+05,8.305882854827136733e+06
1.516613226452905801e+05,8.145280053526289761e+06
1.520200400801603100e+05,7.987138643300531432e+06
1.523787575150300399e+05,7.831442864994749427e+06
1.527374749498997990e+05,7.678176195604377426e+06
1.530961923847695289e+05,7.527321389094118960e+06
1.534549098196392588e+05,7.378860516130710952e+06
1.538136272545090178e+05,7.232775002737072296e+06
1.541723446893787477e+05,7.089045667876292951e+06
1.545310621242484776e+05,6.947652759975023568e+06
1.548897795591182366e+05,6.808575992396063171e+06
1.552484969939879666e+05,6.671794577871578746e+06
1.556072144288576965e+05,6.537287261908943765e+06
1.559659318637274555e+05,6.405032355181326158e+06
1.563246492985971854e+05,6.275007764916694723e+06
1.566833667334669153e+05,6.147191025298802182e+06
1.570420841683366743e+05,6.021559326894584112e+06
1.574008016032064043e+05,5.898089545122936368e+06
1.577595190380761342e+05,5.776758267779774033e+06
1.581182364729458932e+05,5.657541821635784581e+06
1.584769539078156231e+05,5.540416298121969216e+06
1.588356713426853530e+05,5.425357578119940124e+06
1.591943887775551120e+05,5.312341355873415247e+06
1.595531062124248419e+05,5.201343162037686445e+06
1.599118236472945719e+05,5.092338385883949697e+06
1.602705410821643309e+05,4.985302296675760299e+06
1.606292585170340608e+05,4.880210064235028811e+06
1.609879759519037907e+05,4.777036778714404441e+06
1.613466933867735497e+05,4.675757469594193622e+06
1.617054108216432796e+05,4.576347123920523562e+06
1.620641282565130095e+05,4.478780703802760690e+06
1.624228456913827686e+05,4.383033163187130354e+06
1.627815631262524985e+05,4.289079463924550451e+06
1.631402805611222284e+05,4.196894591149198823e+06
1.634989979959919874e+05,4.106453567985778674e+06
1.638577154308617173e+05,4.017731469602135476e+06
1.642164328657314472e+05,3.930703436624551658e+06
1.645751503006012063e+05,3.845344687932305504e+06
1.649338677354709362e+05,3.761630532848482020e+06
1.652925851703406661e+05,3.679536382743446622e+06
1.656513026052104251e+05,3.599037762067408767e+06
1.660100200400801550e+05,3.520110318828212097e+06
1.663687374749498849e+05,3.442729834530414082e+06
1.667274549098196439e+05,3.366872233591453638e+06
1.670861723446893739e+05,3.292513592250279617e+06
1.674448897795591038e+05,3.219630146984122694e+06
1.678036072144288628e+05,3.148198302447978407e+06
1.681623246492985927e+05,3.078194638952346519e+06
1.685210420841683226e+05,3.009595919493146706e+06
1.688797595190380816e+05,2.942379096348595805e+06
1.692384769539078115e+05,2.876521317257097922e+06
1.695971943887775415e+05,2.811999931189756375e+06
1.699559118236473005e+05,2.748792493731341325e+06
1.703146292585170304e+05,2.686876772082955576e+06
1.706733466933867603e+05,2.626230749699255452e+06
1.710320641282565193e+05,2.566832630573267117e+06
1.713907815631262492e+05,2.508660843181192409e+06
1.717494989979959792e+05,2.451694044099295512e+06
1.721082164328657382e+05,2.395911121305017732e+06
1.724669338677354681e+05,2.341291197173988447e+06
1.728256513026051980e+05,2.287813631184204482e+06
1.731843687374749570e+05,2.235458022338633426e+06
1.735430861723446869e+05,2.184204211317164823e+06
1.739018036072144168e+05,2.134032282368337736e+06
1.742605210420841468e+05,2.084922564951430541e+06
1.746192384769539058e+05,2.036855635138726560e+06
1.749779559118236357e+05,1.989812316788033349e+06
1.753366733466933656e+05,1.943773682494837791e+06
1.756953907815631246e+05,1.898721054333438864e+06
1.760541082164328545e+05,1.854636004396231612e+06
1.764128256513025844e+05,1.811500355139707448e+06
1.767715430861723435e+05,1.769296179545993451e+06
1.771302605210420734e+05,1.728005801108044339e+06
1.774889779559118033e+05,1.687611793646677863e+06
1.778476953907815623e+05,1.648096980967183830e+06
1.782064128256512922e+05,1.609444436363264220e+06
1.785651302605210221e+05,1.571637481975539820e+06
1.789238476953907812e+05,1.534659688011807855e+06
1.792825651302605111e+05,1.498494871836082544e+06
1.796412825651302410e+05,1.463127096932968358e+06
1.800000000000000000e+05,1.428540671754007693e+06
